tf_mode,idf_mode,vocab_size,val_accuracy,val_macro_f1,test_accuracy,test_macro_f1,vectorize_time_s,train_time_s
raw,unnorm,150000,0.9539130434782609,0.9540033820552876,0.9556521739130435,0.9555834794754677,28.60500979423523,553.7242913246155
raw,maxdf,150000,0.9547826086956521,0.9551274637107923,0.9582608695652174,0.9583960628633009,12.78305196762085,272.61152744293213
len,unnorm,150000,0.9539130434782609,0.9540033820552876,0.9556521739130435,0.9555834794754677,12.017692804336548,353.2412552833557
len,maxdf,150000,0.9547826086956521,0.9551274637107923,0.9582608695652174,0.9583960628633009,16.516107320785522,346.89017057418823
maxfreq,unnorm,150000,0.9539130434782609,0.9540033820552876,0.9556521739130435,0.9555834794754677,14.975603342056274,352.85816073417664
maxfreq,maxdf,150000,0.9547826086956521,0.9551274637107923,0.9582608695652174,0.9583960628633009,17.38639736175537,377.34174633026123
